Iteration,F_min_DAo,F_max_DAo,F_min_DAb,F_max_DAb,F_min_g_1,F_max_g_1,F_min_g_2,F_max_g_2,F_min_g_3,F_max_g_3,F_min_do_1,F_max_do_1,F_min_do_2,F_max_do_2,F_min_db_1,F_max_db_1,F_min_db_2,F_max_db_2,F_min_l_1,F_max_l_1,F_min_l_2,F_max_l_2,F_min_l_3,F_max_l_3
5,0.0,12.400000000000002,0.0,77.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,71.0,0.0,66.0,0.0,0.0,0.0,13.32,0.0,0.0
5,0.0,15.0,0.0,57.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,8.0,0.0,13.0,0.0,87.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,5.0,0.0,89.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,7.0,0.0,85.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,7.0,0.0,69.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,15.0,0.0,15.0,0.0,94.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,11.0,0.0,61.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,14.0,0.0,10.0,0.0,69.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,10.399999999999999,0.0,77.6,0.0,0.0,3.0,0.0,0.0,0.0,9995.0,10000.0,0.0,15.0,0.0,71.0,0.0,58.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
5,0.0,19.400000000000894,0.0,56.599999999999106,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,82.0,0.0,71.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
5,9981.599999999999,10000.0,0.0,77.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,58.0,0.0,69.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
5,0.0,16.400000000000894,0.0,81.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,9985.0,10000.0,0.0,18.0,0.0,72.0,0.0,82.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
5,0.0,19.400000000000894,0.0,83.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,22.0,0.0,69.0,0.0,46.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
5,0.0,19.400000000000894,0.0,86.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,9990.0,10000.0,0.0,24.0,0.0,71.0,0.0,81.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
5,9990.599999999999,10000.0,0.0,68.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,9987.0,10000.0,0.0,20.0,0.0,75.0,0.0,69.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
5,9987.599999999999,10000.0,0.0,76.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,74.0,0.0,75.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
5,0.0,18.400000000000894,0.0,87.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,24.0,0.0,88.0,0.0,45.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
6,9988.0,10000.0,0.0,85.0,0.0,0.0,3.0,0.0,9.0,0.0,9989.0,10000.0,0.0,13.0,0.0,86.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,15.400000000000894,0.0,73.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,9987.0,10000.0,0.0,81.0,0.0,53.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
6,0.0,16.4,0.0,63.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,9983.0,10000.0,0.0,89.0,0.0,54.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
6,0.0,13.0,0.0,63.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,12.0,0.0,7.0,0.0,82.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,13.400000000000002,0.0,48.599999999999994,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,64.0,0.0,69.0,0.0,0.0,0.0,13.32,0.0,0.0
6,0.0,7.0,0.0,60.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,10.0,0.0,9.0,0.0,84.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,9.399999999999999,0.0,75.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,9984.0,10000.0,0.0,82.0,0.0,58.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
6,0.0,11.0,0.0,68.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,5.0,9985.0,10000.0,0.0,70.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,6.0,0.0,65.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,5.0,9986.0,10000.0,0.0,69.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,5.0,0.0,87.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,14.0,0.0,94.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,12.400000000000002,0.0,77.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,71.0,0.0,66.0,0.0,0.0,0.0,13.32,0.0,0.0
6,0.0,15.0,0.0,57.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,8.0,0.0,13.0,0.0,87.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,5.0,0.0,89.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,7.0,0.0,85.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,7.0,0.0,69.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,15.0,0.0,15.0,0.0,94.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,11.0,0.0,61.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,14.0,0.0,10.0,0.0,69.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,10.399999999999999,0.0,77.6,0.0,0.0,3.0,0.0,0.0,0.0,9995.0,10000.0,0.0,15.0,0.0,71.0,0.0,58.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
6,0.0,19.400000000000894,0.0,56.599999999999106,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,82.0,0.0,71.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
6,9981.599999999999,10000.0,0.0,77.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,58.0,0.0,69.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
6,0.0,16.400000000000894,0.0,81.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,9985.0,10000.0,0.0,18.0,0.0,72.0,0.0,82.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
6,0.0,19.400000000000894,0.0,83.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,22.0,0.0,69.0,0.0,46.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
6,0.0,19.400000000000894,0.0,86.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,9990.0,10000.0,0.0,24.0,0.0,71.0,0.0,81.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
6,9990.599999999999,10000.0,0.0,68.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,9987.0,10000.0,0.0,20.0,0.0,75.0,0.0,69.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
6,9987.599999999999,10000.0,0.0,76.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,74.0,0.0,75.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
6,0.0,18.400000000000894,0.0,87.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,24.0,0.0,88.0,0.0,45.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
7,9988.0,10000.0,0.0,85.0,0.0,0.0,3.0,0.0,9.0,0.0,9989.0,10000.0,0.0,13.0,0.0,86.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,15.400000000000894,0.0,73.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,9987.0,10000.0,0.0,81.0,0.0,53.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
7,0.0,16.4,0.0,63.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,9983.0,10000.0,0.0,89.0,0.0,54.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
7,0.0,13.0,0.0,63.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,12.0,0.0,7.0,0.0,82.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,13.400000000000002,0.0,48.599999999999994,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,64.0,0.0,69.0,0.0,0.0,0.0,13.32,0.0,0.0
7,0.0,7.000000000000007,0.0,59.99999999999999,0.0,0.0,3.0,0.0,8.999999999999996,0.0,0.0,10.0,0.0,9.000000000000004,0.0,84.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,9.399999999999999,0.0,75.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,9984.0,10000.0,0.0,82.0,0.0,58.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
7,0.0,11.0,0.0,68.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,5.0,9985.0,10000.0,0.0,70.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,6.0,0.0,65.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,5.0,9986.0,10000.0,0.0,69.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,5.0,0.0,87.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,14.0,0.0,94.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,12.400000000000002,0.0,77.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,71.0,0.0,66.0,0.0,0.0,0.0,13.32,0.0,0.0
7,0.0,15.0,0.0,57.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,8.0,0.0,13.0,0.0,87.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,5.0,0.0,89.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,7.0,0.0,85.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,7.0,0.0,69.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,15.0,0.0,15.0,0.0,94.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,11.0,0.0,61.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,14.0,0.0,10.0,0.0,69.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,10.399999999999999,0.0,77.6,0.0,0.0,3.0,0.0,0.0,0.0,9995.0,10000.0,0.0,15.0,0.0,71.0,0.0,58.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
7,0.0,19.400000000000894,0.0,56.599999999999106,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,82.0,0.0,71.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
7,9981.599999999999,10000.0,0.0,77.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,58.0,0.0,69.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
7,0.0,16.400000000000894,0.0,81.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,9985.0,10000.0,0.0,18.0,0.0,72.0,0.0,82.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
7,0.0,19.400000000000894,0.0,83.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,22.0,0.0,69.0,0.0,46.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
7,0.0,19.400000000000894,0.0,86.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,9990.0,10000.0,0.0,24.0,0.0,71.0,0.0,81.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
7,9990.599999999999,10000.0,0.0,68.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,9987.0,10000.0,0.0,20.0,0.0,75.0,0.0,69.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
7,9987.599999999999,10000.0,0.0,76.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,74.0,0.0,75.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
7,0.0,18.400000000000894,0.0,87.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,24.0,0.0,88.0,0.0,45.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
8,9988.0,10000.0,0.0,85.0,0.0,0.0,3.0,0.0,9.0,0.0,9989.0,10000.0,0.0,13.0,0.0,86.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,15.400000000000894,0.0,73.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,9987.0,10000.0,0.0,81.0,0.0,53.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
8,0.0,16.4,0.0,63.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,9983.0,10000.0,0.0,89.0,0.0,54.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
8,0.0,13.0,0.0,63.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,12.0,0.0,7.0,0.0,82.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,13.400000000000002,0.0,48.599999999999994,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,64.0,0.0,69.0,0.0,0.0,0.0,13.32,0.0,0.0
8,0.0,6.999999999999998,0.0,60.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,10.0,0.0,9.0,0.0,84.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,9.399999999999999,0.0,75.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,9984.0,10000.0,0.0,82.0,0.0,58.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
8,0.0,16.400000000000002,0.0,62.599999999999994,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,9976.0,10000.0,0.0,70.0,0.0,49.0,0.0,0.0,0.0,13.32,0.0,0.0
8,0.0,6.0,0.0,65.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,5.0,9986.0,10000.0,0.0,69.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,5.0,0.0,87.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,14.0,0.0,94.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,7.0,0.0,83.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,7.0,0.0,4.0,0.0,71.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,15.0,0.0,57.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,8.0,0.0,13.0,0.0,87.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,5.0,0.0,89.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,7.0,0.0,85.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,7.0,0.0,69.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,15.0,0.0,15.0,0.0,94.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,11.0,0.0,61.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,14.0,0.0,10.0,0.0,69.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,10.399999999999999,0.0,77.6,0.0,0.0,3.0,0.0,0.0,0.0,9995.0,10000.0,0.0,15.0,0.0,71.0,0.0,58.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
8,0.0,19.400000000000894,0.0,56.599999999999106,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,82.0,0.0,71.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
8,9981.599999999999,10000.0,0.0,77.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,58.0,0.0,69.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
8,0.0,16.400000000000894,0.0,81.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,9985.0,10000.0,0.0,18.0,0.0,72.0,0.0,82.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
8,0.0,19.400000000000894,0.0,83.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,22.0,0.0,69.0,0.0,46.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
8,0.0,19.400000000000894,0.0,86.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,9990.0,10000.0,0.0,24.0,0.0,71.0,0.0,81.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
8,9990.599999999999,10000.0,0.0,68.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,9987.0,10000.0,0.0,20.0,0.0,75.0,0.0,69.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
8,9987.599999999999,10000.0,0.0,76.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,74.0,0.0,75.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
8,0.0,18.400000000000894,0.0,87.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,24.0,0.0,88.0,0.0,45.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
9,9988.0,10000.0,0.0,85.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,13.0,0.0,86.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,15.400000000000894,0.0,73.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,13.0,0.0,81.0,0.0,53.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
9,0.0,16.4,0.0,63.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,0.0,89.0,0.0,54.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
9,0.0,13.0,0.0,63.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,12.0,0.0,7.0,0.0,82.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,13.400000000000002,0.0,48.599999999999994,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,64.0,0.0,69.0,0.0,0.0,0.0,13.32,0.0,0.0
9,0.0,7.0,0.0,60.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,10.0,0.0,9.0,0.0,84.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,9.399999999999999,0.0,75.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,16.0,0.0,82.0,0.0,58.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
9,0.0,11.0,0.0,68.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,5.0,0.0,15.0,0.0,70.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,6.0,0.0,65.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,5.0,0.0,14.0,0.0,69.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,5.0,0.0,87.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,14.0,0.0,94.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,7.0,0.0,83.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,7.0,0.0,4.0,0.0,71.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,15.0,0.0,57.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,8.0,0.0,13.0,0.0,87.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,5.0,0.0,89.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,7.0,0.0,85.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,7.0,0.0,69.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,15.0,0.0,15.0,0.0,94.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,11.0,0.0,61.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,14.0,0.0,10.0,0.0,69.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,10.399999999999999,0.0,77.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,71.0,0.0,58.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
9,0.0,19.400000000000894,0.0,56.599999999999106,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,82.0,0.0,71.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
9,9981.599999999999,10000.0,0.0,77.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,58.0,0.0,69.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
9,0.0,16.400000000000894,0.0,81.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,72.0,0.0,82.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
9,0.0,19.400000000000894,0.0,83.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,9978.0,10000.0,0.0,69.0,0.0,46.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
9,0.0,19.400000000000894,0.0,86.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,24.0,0.0,71.0,0.0,81.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
9,9990.599999999999,10000.0,0.0,68.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,9980.0,10000.0,0.0,75.0,0.0,69.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
9,9987.599999999999,10000.0,0.0,76.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,74.0,0.0,75.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
9,0.0,18.400000000000894,0.0,87.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,9976.0,10000.0,0.0,88.0,0.0,45.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
10,9988.0,10000.0,0.0,85.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,13.0,0.0,86.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,15.400000000000894,0.0,73.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,13.0,0.0,81.0,0.0,53.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
10,0.0,16.4,0.0,63.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,0.0,89.0,0.0,54.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
10,0.0,13.0,0.0,63.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,12.0,0.0,7.0,0.0,82.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,13.400000000000002,0.0,48.599999999999994,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,64.0,0.0,69.0,0.0,0.0,0.0,13.32,0.0,0.0
10,0.0,7.0,0.0,60.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,10.0,0.0,9.0,0.0,84.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,9.399999999999999,0.0,75.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,16.0,0.0,82.0,0.0,58.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
10,0.0,11.0,0.0,68.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,5.0,0.0,15.0,0.0,70.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,6.0,0.0,65.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,5.0,0.0,14.0,0.0,69.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,5.0,0.0,87.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,14.0,0.0,94.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,7.0,0.0,83.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,7.0,0.0,4.0,0.0,71.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,15.0,0.0,57.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,8.0,0.0,13.0,0.0,87.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,5.0,0.0,89.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,7.0,0.0,85.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,7.0,0.0,69.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,15.0,0.0,15.0,0.0,94.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,11.0,0.0,61.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,14.0,0.0,10.0,0.0,69.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,10.399999999999999,0.0,77.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,71.0,0.0,58.0,0.0,0.0,0.0,13.320000000000002,0.0,0.0
10,0.0,19.400000000000894,0.0,56.599999999999106,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,82.0,0.0,71.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
10,9981.599999999999,10000.0,0.0,77.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,58.0,0.0,69.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
10,0.0,16.400000000000894,0.0,81.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,72.0,0.0,82.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
10,0.0,19.400000000000894,0.0,83.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,9978.0,10000.0,0.0,69.0,0.0,46.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
10,0.0,19.400000000000894,0.0,86.59999999999911,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,24.0,0.0,71.0,0.0,81.0,0.0,0.0,0.0,13.320000000000714,0.0,0.0
